parameter_id,IMPC_GRS_009_001
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,Early adult
gene_symbol,Nanp
pvalue,0.9203715
analysis_id,a0dn6852w6u5120
