parameter_id,JAXLA_OFD_020_001
mouse_strain,C57BL
pvalue,0.696488
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
analysis_id,a93568086cztc1m
gene_symbol,Rab13
gene_accession_id,MGI:1927232
