parameter_id,JAX_LDT_005_001
gene_symbol,Pld1
pvalue,0.8295618
gene_accession_id,MGI:109585
analysis_id,g368p360bu39171
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
