gene_symbol,Kdm4c
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,110dB startle magnitude
pvalue,0.2997099
analysis_id,00r5h8zy461b783
gene_accession_id,MGI:1924054
parameter_id,ESLIM_011_001_006
