parameter_name,Whole arena average speed
pvalue,0.1472058
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
analysis_id,zsg24fqh88s9wr6
parameter_id,HRWLLA_OFD_009_001
mouse_strain,C57BL
