gene_symbol,Nucks1
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_name,Midbrain
analysis_id,t45fncp3dai124d
parameter_id,IMPC_GEL_029_001
pvalue,0.1957268
mouse_life_stage,Late adult
