gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
parameter_id,IMPC_GEO_009_002
mouse_life_stage,Early adult
parameter_name,Hemorrhage
pvalue,0.2109375
mouse_strain,C57BL
analysis_id,i32y7h2o2z019i4
