parameter_name,Tremor
gene_symbol,Trdmt1
pvalue,0.6280114
analysis_id,tth4vknl79ri343
parameter_id,IMPC_CSD_030_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1274787
