parameter_id,MGP_PBI_027_001
Mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
Mouse_strain,C57BL
parameter_name,NK cell number
pvalue,0.08422673
Analysis_id,567244eg7698isy
