parameter_name,BMC/Body weight
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Fgb
pvalue,0.7670825
gene_accession_id,MGI:99501
analysis_id,gs6o8e88bbz881g
parameter_id,IMPC_DXA_007_001
