parameter_id,MGP_MLN_010_001
gene_symbol,Rab13
mouse_strain,C57BL
gene_accession_id,MGI:1927232
pvalue,0.8441474
parameter_name,Resting Treg cells - % of Treg
analysis_id,fdbhw6gx6fu55i3
mouse_life_stage,Early adult
