parameter_id,IMPC_HEM_006_001
parameter_name,Mean corpuscular hemoglobin
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.491853
analysis_id,862b89il014s640
gene_symbol,Ufc1
gene_accession_id,MGI:1913405
