gene_symbol,Orc2
parameter_name,Total ab T cells - % of CD45+
pvalue,0.1686013
gene_accession_id,MGI:1328306
analysis_id,d92u2290w6g52aa
mouse_life_stage,E9.5
parameter_id,MGP_IMM_070_001
mouse_strain,C57BL
