pvalue,0.9167372
gene_accession_id,MGI:1338032
parameter_name,Coat - hair distribution - back
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_011_001
gene_symbol,Sema6c
analysis_id,2e5f7b815265oq7
mouse_strain,C57BL
