mouse_strain,C57BL
pvalue,0.2357041
analysis_id,0762lnaqc6l2pb5
gene_accession_id,MGI:109384
parameter_name,Humerus
gene_symbol,Atf3
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_021_001
