gene_symbol,Fpgs
mouse_life_stage,Early adult
parameter_name,Monocytes
pvalue,0.142274
analysis_id,k0lap1h5vr8u010
parameter_id,IMPC_IMM_051_001
mouse_strain,C57BL
gene_accession_id,MGI:95576
