mouse_strain,C57BL
analysis_id,5kx3965dl226z3a
parameter_id,MGP_IMM_071_001
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:1917810
pvalue,0.474375
mouse_life_stage,E9.5
gene_symbol,Wars2
