gene_symbol,Mecom
analysis_id,z3l309kedod34k2
parameter_name,Caudal processes
mouse_life_stage,Early adult
pvalue,0.8455627
parameter_id,IMPC_XRY_067_001
mouse_strain,C3H
gene_accession_id,MGI:95457
