parameter_id,JAX_LDT_002_001
gene_symbol,Lamb3
mouse_strain,C57BL
parameter_name,Light side time spent
pvalue,0.7862368
analysis_id,p4gz03a21xfh40d
gene_accession_id,MGI:99915
mouse_life_stage,Early adult
