mouse_life_stage,Early adult
parameter_id,ICS_FEA_016_001
mouse_strain,C57BL
pvalue,0.1372205
parameter_name,% Freezing duration habituation-1
analysis_id,3933nwo8y9pv192
gene_symbol,Pglyrp3
gene_accession_id,MGI:2685266
