parameter_id,MGP_MLN_013_001
mouse_life_stage,Early adult
gene_symbol,Sfpq
gene_accession_id,MGI:1918764
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_strain,C57BL
pvalue,0.6478292
analysis_id,a5469nu9421lgc1
