parameter_name,White blood cell count
mouse_strain,C57BL
pvalue,0.09906582
parameter_id,HMGULA_HEM_001_001
mouse_life_stage,E18.5
analysis_id,3ja25b2319512ia
gene_symbol,Nanp
gene_accession_id,MGI:1914561
