gene_symbol,Mms22l
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
analysis_id,zsmn95u4d09b039
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_IMM_079_001
pvalue,0.4762726
