gene_symbol,Ubxn4
mouse_strain,C57BL
analysis_id,p5na48b7x1240f5
pvalue,0.3792208
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
parameter_id,MGP_IMM_014_001
parameter_name,Effector CD8+ T cells - % of CD8+
