mouse_life_stage,Early adult
parameter_id,IMPC_XRY_001_001
pvalue,0.321108
parameter_name,Skull shape
mouse_strain,C57BL
analysis_id,328do7187j35e8m
gene_accession_id,MGI:1921688
gene_symbol,Clvs1
