gene_symbol,Dcaf12
pvalue,0.4449947
mouse_strain,C57BL
parameter_name,Limb grasping
gene_accession_id,MGI:1916220
parameter_id,ESLIM_008_001_017
mouse_life_stage,Early adult
analysis_id,n17prn8vj903l37
