parameter_id,MGP_CSD_066_001
mouse_strain,C57BL
analysis_id,4d04h1405n1cbpf
pvalue,0.09989593
gene_symbol,Ufc1
mouse_life_stage,Early adult
parameter_name,Snout morphology
gene_accession_id,MGI:1913405
