gene_symbol,Maco1
mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:1913396
parameter_id,MGP_IMM_066_001
pvalue,0.2325676
mouse_life_stage,Early adult
analysis_id,z9420h2pn28830w
