mouse_strain,129SV
parameter_id,IMPC_HEM_006_001
gene_symbol,Arpc2
analysis_id,h9qm3i5qvf58652
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
parameter_name,Mean corpuscular hemoglobin
pvalue,0.8870582
