gene_symbol,Dcaf12
mouse_life_stage,Early adult
parameter_name,Femur
pvalue,0.9453704
analysis_id,qw61336943006kf
gene_accession_id,MGI:1916220
parameter_id,IMPC_XRY_024_001
mouse_strain,C57BL
