gene_symbol,Mms22l
mouse_life_stage,Early adult
pvalue,0.9779648
parameter_name,Retinal Blood Vessels
parameter_id,IMPC_EYE_024_001
mouse_strain,129SV
gene_accession_id,MGI:2684980
analysis_id,8hz2if10hn9368e
