parameter_id,M-G-P_005_001_001
parameter_name,Weight
mouse_strain,C57BL
gene_accession_id,MGI:1916846
analysis_id,nixc96l1qr3rvfb
gene_symbol,Ap5s1
mouse_life_stage,Early adult
pvalue,0.3044478
