gene_symbol,Ahcy
parameter_name,HDL-cholesterol
mouse_strain,C57BL
pvalue,0.4721263
analysis_id,7pzd3x186ty2wot
mouse_life_stage,E9.5
parameter_id,IMPC_CBC_016_001
gene_accession_id,MGI:87968
