parameter_id,IMPC_CBC_018_001
parameter_name,Glucose
gene_symbol,Trp53rkb
analysis_id,9cx35255q0e5073
gene_accession_id,MGI:1914050
pvalue,0.5909223
mouse_strain,C57BL
mouse_life_stage,Early adult
