gene_symbol,Inpp1
pvalue,0.8565568
analysis_id,ag7s8q64isry5mv
parameter_id,JAX_OFD_016_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104848
parameter_name,Center permanence time
