gene_symbol,Stk35
mouse_life_stage,Early adult
gene_accession_id,MGI:1914583
parameter_id,ESLIM_005_001_005
pvalue,0.7851518
parameter_name,Bone Mineral Content
mouse_strain,C57BL
analysis_id,1dn3kx59ys48vm3
