gene_symbol,Mecom
mouse_strain,C57BL
pvalue,0.1557968
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
parameter_name,CD103+ CD11b-low cDC - % of CD45+
analysis_id,957849v5u5ak8al
parameter_id,MGP_IMM_131_001
