parameter_name,Center average speed
pvalue,0.4340961
parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
analysis_id,nv1p97i2y99873t
mouse_strain,C57BL
