parameter_id,MGP_MLN_058_001
gene_accession_id,MGI:107566
parameter_name,Plasmacytoid DC - % of DC
pvalue,0.1838216
analysis_id,8g1x169pn7lg3n3
mouse_strain,C57BL
gene_symbol,Kifap3
mouse_life_stage,Early adult
