gene_symbol,Hnf4a
mouse_life_stage,Early adult
analysis_id,30s47i174051415
parameter_name,Edema
mouse_strain,C57BL
pvalue,0.4182499
gene_accession_id,MGI:109128
parameter_id,IMPC_GEO_064_001
