parameter_id,M-G-P_006_001_026
parameter_name,Fusion of vertebrae
mouse_life_stage,Early adult
gene_accession_id,MGI:96757
gene_symbol,Lcn2
analysis_id,8746rv092tkf97e
pvalue,0.1679024
mouse_strain,C57BL
