parameter_id,JAXLA_CSD_041_002
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
gene_symbol,Ssr2
analysis_id,80t0z431eeoi932
mouse_strain,C57BL
gene_accession_id,MGI:1913506
pvalue,0.8290898
