parameter_id,MGP_IMM_110_001
mouse_strain,C57BL
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
gene_symbol,Dcaf12
analysis_id,b9189q50fa80e02
pvalue,0.8963109
parameter_name,Transitional 1 B cells - % of CD45+
