parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,JAXLA_OFD_007_001
gene_accession_id,MGI:1913576
analysis_id,06w22hb07j9e054
mouse_life_stage,Early adult
pvalue,0.9252946
gene_symbol,Dnajc5b
