gene_symbol,Frmpd1
parameter_name,Persistence of hyaloid vascular system
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_id,IMPC_EYE_027_001
mouse_life_stage,Early adult
analysis_id,vd27cq317233ymy
pvalue,0.6484831
