gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,0602n2306kk82hf
mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of cDC
mouse_life_stage,E12.5
pvalue,0.2290207
parameter_id,MGP_IMM_066_001
