mouse_strain,129SV
analysis_id,780l34fg4l4756d
gene_accession_id,MGI:1920638
pvalue,0.1839179
parameter_id,CCP_XRY_001_001
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,Skull shape
