gene_symbol,Kdm4c
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
analysis_id,t1gk4xq798n987u
mouse_strain,C57BL
pvalue,0.3079779
parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
