gene_symbol,Ahcy
analysis_id,nawxpe45j9yk456
parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
pvalue,0.05488254
mouse_strain,C57BL
