pvalue,0.1453193
parameter_id,IMPC_LDT_006_001
gene_symbol,Sfpq
analysis_id,3m42fu2qx1400t0
parameter_name,Latency to first transition into dark
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
mouse_strain,C57BL
