gene_symbol,Tatdn3
parameter_name,Cholesterol ratio
pvalue,0.6184802
mouse_life_stage,Early adult
analysis_id,zb883uf39xe441q
gene_accession_id,MGI:1916222
parameter_id,IMPC_CBC_058_001
mouse_strain,C57BL
