parameter_id,IMPC_EYE_013_001
gene_accession_id,MGI:1920344
pvalue,0.07138219
mouse_strain,C57BL
gene_symbol,Sgip1
mouse_life_stage,Early adult
parameter_name,Pupil Dilation
analysis_id,38772vb936sw7x0
