parameter_id,MGP_MLN_065_001
gene_accession_id,MGI:2446274
parameter_name,CD4+ T helper cells - % of CD45+
analysis_id,2goy5d78a74ew75
mouse_strain,C57BL
gene_symbol,Frmpd1
pvalue,0.930309
mouse_life_stage,Late adult
