gene_symbol,Lpgat1
parameter_name,Anophthalmia
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_id,IMPC_GEO_048_002
analysis_id,6e972mj2471hhp3
pvalue,0.9715954
