gene_symbol,Trp53rkb
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_037_001
parameter_name,Basophil cell count
gene_accession_id,MGI:1914050
pvalue,0.9833286
analysis_id,ddo1v608f24223j
mouse_strain,C57BL
