gene_symbol,Fgb
parameter_name,30kHz-evoked ABR Threshold
pvalue,0.6840723
mouse_life_stage,E12.5
analysis_id,m36805okaxl1et1
parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:99501
mouse_strain,C57BL
