pvalue,0.2925007
parameter_name,Snout size
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_id,MGP_CSD_067_001
mouse_life_stage,Late adult
gene_symbol,AU040320
analysis_id,0tk0s838dyz56wh
