parameter_id,IMPC_ACS_035_001
gene_symbol,Slc30a4
mouse_strain,C57BL
gene_accession_id,MGI:1345282
pvalue,0.7886139
parameter_name,% Pre-pulse inhibition - PPI3
analysis_id,8cf74i4lqru3wy4
mouse_life_stage,Late adult
