parameter_name,Eye
analysis_id,es6f5l42xa52818
gene_accession_id,MGI:1914836
mouse_strain,C57BL
parameter_id,M-G-P_013_001_001
gene_symbol,Ubxn11
pvalue,0.1578519
mouse_life_stage,Early adult
