gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_name,Startle Response
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,M-G-P_008_001_013
pvalue,0.7723967
analysis_id,95d74s8nh3q393v
