gene_symbol,Galnt13
analysis_id,s6kwpe0lt24ks69
mouse_life_stage,Late adult
gene_accession_id,MGI:2139447
mouse_strain,C57BL
pvalue,0.9078375
parameter_id,JAXLA_EYE_092_001
parameter_name,Retina (combined)
