gene_symbol,Mapkap1
parameter_id,ESLIM_008_001_017
pvalue,0.7096725
parameter_name,Limb grasping
analysis_id,5fum17080r234g7
gene_accession_id,MGI:2444554
mouse_strain,C57BL
mouse_life_stage,E15.5
