gene_symbol,Etfdh
mouse_life_stage,Early adult
parameter_name,Creatinine
pvalue,0.09486705
gene_accession_id,MGI:106100
analysis_id,9v6x6m1t0t4q908
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
