parameter_name,Weight
mouse_life_stage,Early adult
gene_symbol,Bach2
gene_accession_id,MGI:894679
analysis_id,213742kn8yl6bxf
mouse_strain,C57BL
parameter_id,CCP_LFO_001_001
pvalue,0.6338927
